source,target,edge_type
U01694,BB040,LOCATED_AT
U01695,H031,LOCATED_AT
U01696,BB011,LOCATED_AT
U01697,BB089,LOCATED_AT
U01698,BB089,LOCATED_AT
U01699,H040,LOCATED_AT
U01700,H015,LOCATED_AT
U01701,H009,LOCATED_AT
U01702,BB082,LOCATED_AT
U01703,BB022,LOCATED_AT
U01704,BB066,LOCATED_AT
U01705,H020,LOCATED_AT
U01706,H040,LOCATED_AT
U01707,BB085,LOCATED_AT
U01708,H011,LOCATED_AT
U01709,H049,LOCATED_AT
U01710,BB089,LOCATED_AT
U01711,BB067,LOCATED_AT
U01712,H029,LOCATED_AT
U01713,H046,LOCATED_AT
U01714,BB080,LOCATED_AT
U01715,BB056,LOCATED_AT
U01716,H006,LOCATED_AT
U01717,H006,LOCATED_AT
U01718,BB080,LOCATED_AT
U01719,BB054,LOCATED_AT
U01720,BB082,LOCATED_AT
U01721,BB008,LOCATED_AT
U01722,BB005,LOCATED_AT
U01723,BB060,LOCATED_AT
U01724,BB046,LOCATED_AT
U01725,BB009,LOCATED_AT
U01726,H032,LOCATED_AT
U01727,H011,LOCATED_AT
U01728,H028,LOCATED_AT
U01729,H036,LOCATED_AT
U01730,BB012,LOCATED_AT
U01731,H045,LOCATED_AT
U01732,H036,LOCATED_AT
U01733,BB089,LOCATED_AT
U01734,H045,LOCATED_AT
U01735,BB081,LOCATED_AT
U01736,BB070,LOCATED_AT
U01737,H040,LOCATED_AT
U01738,H048,LOCATED_AT
U01739,H005,LOCATED_AT
U01740,H033,LOCATED_AT
U01741,H035,LOCATED_AT
U01742,H015,LOCATED_AT
U01743,H022,LOCATED_AT
U01744,H037,LOCATED_AT
U01745,BB034,LOCATED_AT
U01746,H019,LOCATED_AT
U01747,BB069,LOCATED_AT
U01748,H013,LOCATED_AT
U01749,H033,LOCATED_AT
U01750,BB001,LOCATED_AT
U01751,H032,LOCATED_AT
U01752,H014,LOCATED_AT
U01753,H023,LOCATED_AT
U01754,BB098,LOCATED_AT
U01755,H037,LOCATED_AT
U01756,BB068,LOCATED_AT
U01757,BB060,LOCATED_AT
U01758,H027,LOCATED_AT
U01759,BB009,LOCATED_AT
U01760,BB019,LOCATED_AT
U01761,H037,LOCATED_AT
U01762,BB031,LOCATED_AT
U01763,H008,LOCATED_AT
U01764,H034,LOCATED_AT
U01765,BB003,LOCATED_AT
U01766,BB084,LOCATED_AT
U01767,BB051,LOCATED_AT
U01768,BB058,LOCATED_AT
U01769,BB090,LOCATED_AT
U01770,H041,LOCATED_AT
U01771,BB011,LOCATED_AT
U01772,BB048,LOCATED_AT
U01773,BB029,LOCATED_AT
U01774,BB023,LOCATED_AT
U01775,BB082,LOCATED_AT
U01776,H013,LOCATED_AT
U01777,H005,LOCATED_AT
U01778,H001,LOCATED_AT
U01779,BB063,LOCATED_AT
U01780,BB024,LOCATED_AT
U01781,BB064,LOCATED_AT
U01782,BB010,LOCATED_AT
U01783,BB028,LOCATED_AT
U01784,BB090,LOCATED_AT
U01785,BB006,LOCATED_AT
U01786,H041,LOCATED_AT
U01787,H026,LOCATED_AT
U01788,H040,LOCATED_AT
U01789,BB036,LOCATED_AT
U01790,BB017,LOCATED_AT
U01791,H018,LOCATED_AT
U01792,H044,LOCATED_AT
U01793,H005,LOCATED_AT
U01794,BB023,LOCATED_AT
U01795,BB041,LOCATED_AT
U01796,BB041,LOCATED_AT
U01797,BB044,LOCATED_AT
U01798,H014,LOCATED_AT
U01799,BB029,LOCATED_AT
U01800,BB098,LOCATED_AT
U01801,BB057,LOCATED_AT
U01802,H050,LOCATED_AT
U01803,H025,LOCATED_AT
U01804,H034,LOCATED_AT
U01805,H026,LOCATED_AT
U01806,BB060,LOCATED_AT
U01807,H011,LOCATED_AT
U01808,BB090,LOCATED_AT
U01809,H016,LOCATED_AT
U01810,BB050,LOCATED_AT
U01811,H039,LOCATED_AT
U01812,BB029,LOCATED_AT
U01813,BB008,LOCATED_AT
U01814,BB077,LOCATED_AT
U01815,H022,LOCATED_AT
U01816,H033,LOCATED_AT
U01817,H011,LOCATED_AT
U01818,H040,LOCATED_AT
U01819,H040,LOCATED_AT
U01820,H002,LOCATED_AT
U01821,H040,LOCATED_AT
U01822,H045,LOCATED_AT
U01823,BB100,LOCATED_AT
U01824,H031,LOCATED_AT
U01825,H017,LOCATED_AT
U01826,H012,LOCATED_AT
U01827,BB066,LOCATED_AT
U01828,H001,LOCATED_AT
U01829,BB006,LOCATED_AT
U01830,BB072,LOCATED_AT
U01831,H031,LOCATED_AT
U01832,H047,LOCATED_AT
U01833,BB046,LOCATED_AT
U01834,BB030,LOCATED_AT
U01835,BB081,LOCATED_AT
U01836,BB003,LOCATED_AT
U01837,H040,LOCATED_AT
U01838,H045,LOCATED_AT
U01839,BB089,LOCATED_AT
U01840,BB099,LOCATED_AT
U01841,H043,LOCATED_AT
U01842,BB092,LOCATED_AT
U01843,H029,LOCATED_AT
U01844,BB044,LOCATED_AT
U01845,H047,LOCATED_AT
U01846,H050,LOCATED_AT
U01847,BB025,LOCATED_AT
U01848,BB028,LOCATED_AT
U01849,BB051,LOCATED_AT
U01850,BB056,LOCATED_AT
U01851,H007,LOCATED_AT
U01852,H043,LOCATED_AT
U01853,BB075,LOCATED_AT
U01854,BB039,LOCATED_AT
U01855,BB007,LOCATED_AT
U01856,BB059,LOCATED_AT
U01857,H035,LOCATED_AT
U01858,H042,LOCATED_AT
U01859,H048,LOCATED_AT
U01860,H050,LOCATED_AT
U01861,BB048,LOCATED_AT
U01862,BB025,LOCATED_AT
U01863,BB068,LOCATED_AT
U01864,H007,LOCATED_AT
U01865,BB055,LOCATED_AT
U01866,H018,LOCATED_AT
U01867,BB002,LOCATED_AT
U01868,BB029,LOCATED_AT
U01869,BB091,LOCATED_AT
U01870,BB092,LOCATED_AT
U01871,H008,LOCATED_AT
U01872,BB082,LOCATED_AT
U01873,H024,LOCATED_AT
U01874,BB048,LOCATED_AT
U01875,BB051,LOCATED_AT
U01876,BB038,LOCATED_AT
U01877,H019,LOCATED_AT
U01878,H009,LOCATED_AT
U01879,H040,LOCATED_AT
U01880,H003,LOCATED_AT
U01881,H046,LOCATED_AT
U01882,H005,LOCATED_AT
U01883,H008,LOCATED_AT
U01884,BB012,LOCATED_AT
U01885,BB028,LOCATED_AT
U01886,H034,LOCATED_AT
U01887,BB068,LOCATED_AT
U01888,BB039,LOCATED_AT
U01889,H017,LOCATED_AT
U01890,BB024,LOCATED_AT
U01891,BB021,LOCATED_AT
U01892,H019,LOCATED_AT
U01893,BB020,LOCATED_AT
U01894,BB080,LOCATED_AT
U01895,BB082,LOCATED_AT
U01896,H021,LOCATED_AT
U01897,H011,LOCATED_AT
U01898,BB018,LOCATED_AT
U01899,BB072,LOCATED_AT
U01900,BB015,LOCATED_AT
U01901,H042,LOCATED_AT
U01902,H009,LOCATED_AT
U01903,H014,LOCATED_AT
U01904,BB080,LOCATED_AT
U01905,H044,LOCATED_AT
U01906,BB008,LOCATED_AT
U01907,H015,LOCATED_AT
U01908,BB066,LOCATED_AT
U01909,BB096,LOCATED_AT
U01910,BB088,LOCATED_AT
U01911,BB070,LOCATED_AT
U01912,H030,LOCATED_AT
U01913,H035,LOCATED_AT
U01914,H016,LOCATED_AT
U01915,H050,LOCATED_AT
U01916,H003,LOCATED_AT
U01917,H044,LOCATED_AT
U01918,BB083,LOCATED_AT
U01919,H021,LOCATED_AT
U01920,H001,LOCATED_AT
U01921,H003,LOCATED_AT
U01922,H030,LOCATED_AT
U01923,H040,LOCATED_AT
U01924,H048,LOCATED_AT
U01925,BB009,LOCATED_AT
U01926,H013,LOCATED_AT
U01927,BB075,LOCATED_AT
U01928,BB062,LOCATED_AT
U01929,BB098,LOCATED_AT
U01930,H031,LOCATED_AT
U01931,H007,LOCATED_AT
U01932,BB019,LOCATED_AT
U01933,H007,LOCATED_AT
U01934,H045,LOCATED_AT
U01935,H049,LOCATED_AT
U01936,H009,LOCATED_AT
U01937,BB090,LOCATED_AT
U01938,H036,LOCATED_AT
U01939,BB091,LOCATED_AT
U01940,BB011,LOCATED_AT
U01941,BB051,LOCATED_AT
U01942,BB006,LOCATED_AT
U01943,BB100,LOCATED_AT
U01944,H031,LOCATED_AT
U01945,H042,LOCATED_AT
U01946,BB023,LOCATED_AT
U01947,H042,LOCATED_AT
U01948,BB083,LOCATED_AT
U01949,BB062,LOCATED_AT
U01950,H019,LOCATED_AT
U01951,BB016,LOCATED_AT
U01952,H029,LOCATED_AT
U01953,BB057,LOCATED_AT
U01954,BB001,LOCATED_AT
U01955,H036,LOCATED_AT
U01956,BB046,LOCATED_AT
U01957,H009,LOCATED_AT
U01958,H035,LOCATED_AT
U01959,H036,LOCATED_AT
U01960,BB075,LOCATED_AT
U01961,BB021,LOCATED_AT
U01962,BB043,LOCATED_AT
U01963,BB012,LOCATED_AT
U01964,H006,LOCATED_AT
U01965,H009,LOCATED_AT
U01966,H039,LOCATED_AT
U01967,BB078,LOCATED_AT
U01968,BB017,LOCATED_AT
U01969,H014,LOCATED_AT
U01970,H048,LOCATED_AT
U01971,H024,LOCATED_AT
U01972,BB058,LOCATED_AT
U01973,H018,LOCATED_AT
U01974,BB064,LOCATED_AT
U01975,BB024,LOCATED_AT
U01976,BB021,LOCATED_AT
U01977,BB073,LOCATED_AT
U01978,BB043,LOCATED_AT
U01979,BB046,LOCATED_AT
U01980,H034,LOCATED_AT
U01981,H035,LOCATED_AT
U01982,BB002,LOCATED_AT
U01983,BB034,LOCATED_AT
U01984,H038,LOCATED_AT
U01985,BB087,LOCATED_AT
U01986,H012,LOCATED_AT
U01987,H050,LOCATED_AT
U01988,BB014,LOCATED_AT
U01989,BB031,LOCATED_AT
U01990,H008,LOCATED_AT
U01991,BB027,LOCATED_AT
U01992,BB007,LOCATED_AT
U01993,H022,LOCATED_AT
U01994,BB031,LOCATED_AT
U01995,BB004,LOCATED_AT
U01996,BB006,LOCATED_AT
U01997,H022,LOCATED_AT
U01998,H017,LOCATED_AT
U01999,H007,LOCATED_AT
U02000,BB024,LOCATED_AT
U02001,BB024,LOCATED_AT
U02002,BB092,LOCATED_AT
U02003,H047,LOCATED_AT
U02004,BB010,LOCATED_AT
U02005,BB050,LOCATED_AT
U02006,H036,LOCATED_AT
U02007,H048,LOCATED_AT
U02008,BB021,LOCATED_AT
U02009,H041,LOCATED_AT
U02010,H015,LOCATED_AT
U02011,H032,LOCATED_AT
U02012,H015,LOCATED_AT
U02013,BB063,LOCATED_AT
U02014,BB044,LOCATED_AT
U02015,H017,LOCATED_AT
U02016,BB024,LOCATED_AT
U02017,BB029,LOCATED_AT
U02018,BB015,LOCATED_AT
U02019,BB044,LOCATED_AT
U02020,H017,LOCATED_AT
U02021,H004,LOCATED_AT
U02022,BB083,LOCATED_AT
U02023,H043,LOCATED_AT
U02024,H029,LOCATED_AT
U02025,BB090,LOCATED_AT
U02026,H038,LOCATED_AT
U02027,H035,LOCATED_AT
U02028,H038,LOCATED_AT
U02029,H045,LOCATED_AT
U02030,H047,LOCATED_AT
U02031,BB100,LOCATED_AT
U02032,BB089,LOCATED_AT
U02033,H047,LOCATED_AT
U02034,H014,LOCATED_AT
U02035,H047,LOCATED_AT
U02036,BB023,LOCATED_AT
U02037,H038,LOCATED_AT
U02038,H023,LOCATED_AT
U02039,H004,LOCATED_AT
U02040,H008,LOCATED_AT
U02041,BB023,LOCATED_AT
U02042,BB070,LOCATED_AT
U02043,H017,LOCATED_AT
U02044,H001,LOCATED_AT
U02045,BB013,LOCATED_AT
U02046,H029,LOCATED_AT
U02047,H038,LOCATED_AT
U02048,BB011,LOCATED_AT
U02049,H041,LOCATED_AT
U02050,BB017,LOCATED_AT
U02051,H014,LOCATED_AT
U02052,BB059,LOCATED_AT
U02053,H023,LOCATED_AT
U02054,BB057,LOCATED_AT
U02055,H032,LOCATED_AT
U02056,BB020,LOCATED_AT
U02057,H006,LOCATED_AT
U02058,BB094,LOCATED_AT
U02059,H047,LOCATED_AT
U02060,BB043,LOCATED_AT
U02061,H026,LOCATED_AT
U02062,H032,LOCATED_AT
U02063,BB024,LOCATED_AT
U02064,H009,LOCATED_AT
U02065,BB028,LOCATED_AT
U02066,H021,LOCATED_AT
U02067,H014,LOCATED_AT
U02068,BB076,LOCATED_AT
U02069,H012,LOCATED_AT
U02070,H025,LOCATED_AT
U02071,BB019,LOCATED_AT
U02072,BB077,LOCATED_AT
U02073,H007,LOCATED_AT
U02074,H047,LOCATED_AT
U02075,BB052,LOCATED_AT
U02076,BB022,LOCATED_AT
U02077,H034,LOCATED_AT
U02078,H031,LOCATED_AT
U02079,H012,LOCATED_AT
U02080,H016,LOCATED_AT
U02081,H040,LOCATED_AT
U02082,BB078,LOCATED_AT
U02083,BB040,LOCATED_AT
U02084,H026,LOCATED_AT
U02085,BB089,LOCATED_AT
U02086,H050,LOCATED_AT
U02087,BB080,LOCATED_AT
U02088,BB083,LOCATED_AT
U02089,BB080,LOCATED_AT
U02090,H041,LOCATED_AT
U02091,BB087,LOCATED_AT
U02092,H021,LOCATED_AT
U02093,H027,LOCATED_AT
U02094,BB079,LOCATED_AT
U02095,BB020,LOCATED_AT
U02096,H029,LOCATED_AT
U02097,H016,LOCATED_AT
U02098,H023,LOCATED_AT
U02099,H042,LOCATED_AT
U02100,H010,LOCATED_AT
U02101,H035,LOCATED_AT
U02102,BB054,LOCATED_AT
U02103,H003,LOCATED_AT
U02104,H043,LOCATED_AT
U02105,BB023,LOCATED_AT
U02106,H004,LOCATED_AT
U02107,H021,LOCATED_AT
U02108,BB068,LOCATED_AT
U02109,H048,LOCATED_AT
U02110,H034,LOCATED_AT
U02111,H047,LOCATED_AT
U02112,BB058,LOCATED_AT
U02113,H031,LOCATED_AT
U02114,H030,LOCATED_AT
U02115,BB088,LOCATED_AT
U02116,BB029,LOCATED_AT
U02117,H006,LOCATED_AT
U02118,H027,LOCATED_AT
U02119,H001,LOCATED_AT
U02120,H033,LOCATED_AT
U02121,H047,LOCATED_AT
U02122,BB008,LOCATED_AT
U02123,H018,LOCATED_AT
U02124,BB054,LOCATED_AT
U02125,H011,LOCATED_AT
U02126,BB048,LOCATED_AT
U02127,H032,LOCATED_AT
U02128,BB096,LOCATED_AT
U02129,BB050,LOCATED_AT
U02130,H033,LOCATED_AT
U02131,H001,LOCATED_AT
U02132,BB022,LOCATED_AT
U02133,H039,LOCATED_AT
U02134,BB084,LOCATED_AT
U02135,H046,LOCATED_AT
U02136,H048,LOCATED_AT
U02137,BB043,LOCATED_AT
U02138,H040,LOCATED_AT
U02139,BB089,LOCATED_AT
U02140,BB045,LOCATED_AT
U02141,H016,LOCATED_AT
U02142,BB019,LOCATED_AT
U02143,H005,LOCATED_AT
U02144,BB079,LOCATED_AT
U02145,H035,LOCATED_AT
U02146,H027,LOCATED_AT
U02147,H050,LOCATED_AT
U02148,BB005,LOCATED_AT
U02149,H049,LOCATED_AT
U02150,H020,LOCATED_AT
U02151,BB058,LOCATED_AT
U02152,H009,LOCATED_AT
U02153,H013,LOCATED_AT
U02154,H049,LOCATED_AT
U02155,H047,LOCATED_AT
U02156,BB080,LOCATED_AT
U02157,BB003,LOCATED_AT
U02158,H021,LOCATED_AT
U02159,H020,LOCATED_AT
U02160,BB036,LOCATED_AT
U02161,BB061,LOCATED_AT
U02162,H029,LOCATED_AT
U02163,BB054,LOCATED_AT
U02164,BB064,LOCATED_AT
U02165,BB051,LOCATED_AT
U02166,BB099,LOCATED_AT
U02167,BB038,LOCATED_AT
U02168,BB022,LOCATED_AT
U02169,BB045,LOCATED_AT
U02170,H049,LOCATED_AT
U02171,BB081,LOCATED_AT
U02172,BB044,LOCATED_AT
U02173,H003,LOCATED_AT
U02174,H035,LOCATED_AT
U02175,BB088,LOCATED_AT
U02176,BB051,LOCATED_AT
U02177,BB067,LOCATED_AT
U02178,BB081,LOCATED_AT
U02179,BB024,LOCATED_AT
U02180,BB079,LOCATED_AT
U02181,BB028,LOCATED_AT
U02182,BB084,LOCATED_AT
U02183,BB009,LOCATED_AT
U02184,H042,LOCATED_AT
U02185,BB037,LOCATED_AT
U02186,BB083,LOCATED_AT
U02187,BB075,LOCATED_AT
U02188,H015,LOCATED_AT
U02189,H008,LOCATED_AT
U02190,H031,LOCATED_AT
U02191,BB050,LOCATED_AT
U02192,BB046,LOCATED_AT
U02193,BB073,LOCATED_AT
U02194,H023,LOCATED_AT
U02195,BB081,LOCATED_AT
U02196,BB061,LOCATED_AT
U02197,H023,LOCATED_AT
U02198,H036,LOCATED_AT
U02199,H021,LOCATED_AT
U02200,H042,LOCATED_AT
U02201,BB054,LOCATED_AT
U02202,BB063,LOCATED_AT
U02203,H043,LOCATED_AT
U02204,H026,LOCATED_AT
U02205,H021,LOCATED_AT
U02206,H003,LOCATED_AT
U02207,H004,LOCATED_AT
U02208,H036,LOCATED_AT
U02209,BB092,LOCATED_AT
U02210,BB097,LOCATED_AT
U02211,H038,LOCATED_AT
U02212,H033,LOCATED_AT
U02213,BB091,LOCATED_AT
U02214,H035,LOCATED_AT
U02215,BB027,LOCATED_AT
U02216,BB014,LOCATED_AT
U02217,BB098,LOCATED_AT
U02218,H005,LOCATED_AT
U02219,H031,LOCATED_AT
U02220,BB080,LOCATED_AT
U02221,BB023,LOCATED_AT
U02222,H038,LOCATED_AT
U02223,BB088,LOCATED_AT
U02224,H006,LOCATED_AT
U02225,H042,LOCATED_AT
U02226,BB005,LOCATED_AT
U02227,H041,LOCATED_AT
U02228,BB080,LOCATED_AT
U02229,H018,LOCATED_AT
U02230,BB002,LOCATED_AT
U02231,BB014,LOCATED_AT
U02232,BB022,LOCATED_AT
U02233,BB065,LOCATED_AT
U02234,BB094,LOCATED_AT
U02235,BB055,LOCATED_AT
U02236,H036,LOCATED_AT
U02237,H022,LOCATED_AT
U02238,BB056,LOCATED_AT
U02239,H019,LOCATED_AT
U02240,BB007,LOCATED_AT
U02241,H011,LOCATED_AT
U02242,H048,LOCATED_AT
U02243,H012,LOCATED_AT
U02244,BB031,LOCATED_AT
U02245,BB079,LOCATED_AT
U02246,BB062,LOCATED_AT
U02247,H049,LOCATED_AT
U02248,BB067,LOCATED_AT
U02249,H029,LOCATED_AT
U02250,H049,LOCATED_AT
U02251,BB038,LOCATED_AT
U02252,H038,LOCATED_AT
U02253,H049,LOCATED_AT
U02254,BB084,LOCATED_AT
U02255,H031,LOCATED_AT
U02256,H015,LOCATED_AT
U02257,H029,LOCATED_AT
U02258,H025,LOCATED_AT
U02259,BB048,LOCATED_AT
U02260,BB048,LOCATED_AT
U02261,BB016,LOCATED_AT
U02262,H045,LOCATED_AT
U02263,BB086,LOCATED_AT
U02264,BB048,LOCATED_AT
U02265,BB078,LOCATED_AT
U02266,BB085,LOCATED_AT
U02267,BB007,LOCATED_AT
U02268,BB098,LOCATED_AT
U02269,H047,LOCATED_AT
U02270,BB050,LOCATED_AT
U02271,H031,LOCATED_AT
U02272,BB060,LOCATED_AT
U02273,H046,LOCATED_AT
U02274,H026,LOCATED_AT
U02275,BB072,LOCATED_AT
U02276,BB087,LOCATED_AT
U02277,H002,LOCATED_AT
U02278,H003,LOCATED_AT
U02279,H039,LOCATED_AT
U02280,BB027,LOCATED_AT
U02281,H025,LOCATED_AT
U02282,BB095,LOCATED_AT
U02283,H022,LOCATED_AT
U02284,H010,LOCATED_AT
U02285,BB047,LOCATED_AT
U02286,H021,LOCATED_AT
U02287,H030,LOCATED_AT
U02288,BB080,LOCATED_AT
U02289,BB069,LOCATED_AT
U02290,BB030,LOCATED_AT
U02291,BB014,LOCATED_AT
U02292,BB037,LOCATED_AT
U02293,H044,LOCATED_AT
U02294,BB047,LOCATED_AT
U02295,BB089,LOCATED_AT
U02296,H025,LOCATED_AT
U02297,BB071,LOCATED_AT
U02298,BB072,LOCATED_AT
U02299,H038,LOCATED_AT
U02300,H040,LOCATED_AT
U02301,H001,LOCATED_AT
U02302,BB047,LOCATED_AT
U02303,BB029,LOCATED_AT
U02304,H001,LOCATED_AT
U02305,BB048,LOCATED_AT
U02306,BB024,LOCATED_AT
U02307,H006,LOCATED_AT
U02308,H023,LOCATED_AT
U02309,BB026,LOCATED_AT
U02310,BB021,LOCATED_AT
U02311,H039,LOCATED_AT
U02312,H009,LOCATED_AT
U02313,H013,LOCATED_AT
U02314,BB089,LOCATED_AT
U02315,H028,LOCATED_AT
U02316,BB058,LOCATED_AT
U02317,BB045,LOCATED_AT
U02318,BB067,LOCATED_AT
U02319,BB094,LOCATED_AT
U02320,BB100,LOCATED_AT
U02321,BB011,LOCATED_AT
U02322,H037,LOCATED_AT
U02323,H040,LOCATED_AT
U02324,H012,LOCATED_AT
U02325,BB037,LOCATED_AT
U02326,BB048,LOCATED_AT
U02327,BB060,LOCATED_AT
U02328,BB015,LOCATED_AT
U02329,BB024,LOCATED_AT
U02330,BB044,LOCATED_AT
U02331,BB004,LOCATED_AT
U02332,BB001,LOCATED_AT
U02333,H039,LOCATED_AT
U02334,H016,LOCATED_AT
U02335,H004,LOCATED_AT
U02336,H025,LOCATED_AT
U02337,H038,LOCATED_AT
U02338,BB084,LOCATED_AT
U02339,H034,LOCATED_AT
U02340,H050,LOCATED_AT
U02341,BB019,LOCATED_AT
U02342,BB049,LOCATED_AT
U02343,H016,LOCATED_AT
U02344,BB074,LOCATED_AT
U02345,BB098,LOCATED_AT
U02346,H047,LOCATED_AT
U02347,BB092,LOCATED_AT
U02348,BB003,LOCATED_AT
U02349,H036,LOCATED_AT
U02350,H018,LOCATED_AT
U02351,H014,LOCATED_AT
U02352,BB077,LOCATED_AT
U02353,BB091,LOCATED_AT
U02354,H009,LOCATED_AT
U02355,BB023,LOCATED_AT
U02356,H047,LOCATED_AT
U02357,H045,LOCATED_AT
U02358,H045,LOCATED_AT
U02359,BB097,LOCATED_AT
U02360,H035,LOCATED_AT
U02361,H040,LOCATED_AT
U02362,H024,LOCATED_AT
U02363,H049,LOCATED_AT
U02364,BB096,LOCATED_AT
U02365,H046,LOCATED_AT
U02366,H004,LOCATED_AT
U02367,BB026,LOCATED_AT
U02368,BB053,LOCATED_AT
U02369,H033,LOCATED_AT
U02370,H016,LOCATED_AT
U02371,BB015,LOCATED_AT
U02372,H026,LOCATED_AT
U02373,BB010,LOCATED_AT
U02374,BB002,LOCATED_AT
U02375,BB026,LOCATED_AT
U02376,BB002,LOCATED_AT
U02377,H041,LOCATED_AT
U02378,BB041,LOCATED_AT
U02379,H004,LOCATED_AT
U02380,BB020,LOCATED_AT
U02381,H011,LOCATED_AT
U02382,H033,LOCATED_AT
U02383,BB015,LOCATED_AT
U02384,BB061,LOCATED_AT
U02385,BB077,LOCATED_AT
U02386,H010,LOCATED_AT
U02387,H035,LOCATED_AT
U02388,H013,LOCATED_AT
U02389,H009,LOCATED_AT
U02390,BB001,LOCATED_AT
U02391,BB022,LOCATED_AT
U02392,H020,LOCATED_AT
U02393,H032,LOCATED_AT
U02394,H050,LOCATED_AT
U02395,H041,LOCATED_AT
U02396,H037,LOCATED_AT
U02397,H033,LOCATED_AT
U02398,BB017,LOCATED_AT
U02399,H026,LOCATED_AT
U02400,BB053,LOCATED_AT
U02401,H005,LOCATED_AT
U02402,H020,LOCATED_AT
U02403,H050,LOCATED_AT
U02404,H037,LOCATED_AT
U02405,H028,LOCATED_AT
U02406,H034,LOCATED_AT
U02407,H018,LOCATED_AT
U02408,H047,LOCATED_AT
U02409,BB058,LOCATED_AT
U02410,BB068,LOCATED_AT
U02411,BB030,LOCATED_AT
U02412,BB010,LOCATED_AT
U02413,H042,LOCATED_AT
U02414,H007,LOCATED_AT
U02415,H009,LOCATED_AT
U02416,H020,LOCATED_AT
U02417,BB068,LOCATED_AT
U02418,H047,LOCATED_AT
U02419,H001,LOCATED_AT
U02420,BB019,LOCATED_AT
U02421,BB028,LOCATED_AT
U02422,BB086,LOCATED_AT
U02423,H013,LOCATED_AT
U02424,BB087,LOCATED_AT
U02425,H048,LOCATED_AT
U02426,BB080,LOCATED_AT
U02427,H023,LOCATED_AT
U02428,BB065,LOCATED_AT
U02429,BB022,LOCATED_AT
U02430,H012,LOCATED_AT
U02431,H036,LOCATED_AT
U02432,H044,LOCATED_AT
U02433,BB054,LOCATED_AT
U02434,BB088,LOCATED_AT
U02435,H009,LOCATED_AT
U02436,BB008,LOCATED_AT
U02437,BB012,LOCATED_AT
U02438,BB020,LOCATED_AT
U02439,H007,LOCATED_AT
U02440,H035,LOCATED_AT
U02441,H045,LOCATED_AT
U02442,H044,LOCATED_AT
U02443,H002,LOCATED_AT
U02444,BB008,LOCATED_AT
U02445,BB078,LOCATED_AT
U02446,BB003,LOCATED_AT
U02447,H032,LOCATED_AT
U02448,H021,LOCATED_AT
U02449,BB023,LOCATED_AT
U02450,H018,LOCATED_AT
U02451,BB026,LOCATED_AT
U02452,H035,LOCATED_AT
U02453,H016,LOCATED_AT
U02454,H006,LOCATED_AT
U02455,BB020,LOCATED_AT
U02456,H041,LOCATED_AT
U02457,BB062,LOCATED_AT
U02458,BB046,LOCATED_AT
U02459,BB030,LOCATED_AT
U02460,BB009,LOCATED_AT
U02461,BB094,LOCATED_AT
U02462,BB012,LOCATED_AT
U02463,BB083,LOCATED_AT
U02464,H049,LOCATED_AT
U02465,BB042,LOCATED_AT
U02466,H026,LOCATED_AT
U02467,H024,LOCATED_AT
U02468,BB049,LOCATED_AT
U02469,H009,LOCATED_AT
U02470,BB077,LOCATED_AT
U02471,H015,LOCATED_AT
U02472,H050,LOCATED_AT
U02473,H046,LOCATED_AT
U02474,H043,LOCATED_AT
U02475,H042,LOCATED_AT
U02476,BB004,LOCATED_AT
U02477,BB085,LOCATED_AT
U02478,H027,LOCATED_AT
U02479,BB046,LOCATED_AT
U02480,BB021,LOCATED_AT
U02481,H031,LOCATED_AT
U02482,BB054,LOCATED_AT
U02483,BB063,LOCATED_AT
U02484,BB077,LOCATED_AT
U02485,H036,LOCATED_AT
U02486,H019,LOCATED_AT
U02487,BB026,LOCATED_AT
U02488,BB027,LOCATED_AT
U02489,BB078,LOCATED_AT
U02490,H021,LOCATED_AT
U02491,BB087,LOCATED_AT
U02492,BB006,LOCATED_AT
U02493,H018,LOCATED_AT
U02494,BB049,LOCATED_AT
U02495,BB051,LOCATED_AT
U02496,H040,LOCATED_AT
U02497,H030,LOCATED_AT
U02498,H001,LOCATED_AT
U02499,H041,LOCATED_AT
U02500,H044,LOCATED_AT
U02501,H043,LOCATED_AT
U02502,H048,LOCATED_AT
U02503,H047,LOCATED_AT
U02504,BB048,LOCATED_AT
U02505,BB016,LOCATED_AT
U02506,BB067,LOCATED_AT
U02507,H014,LOCATED_AT
U02508,BB049,LOCATED_AT
U02509,BB066,LOCATED_AT
U02510,BB030,LOCATED_AT
U02511,BB037,LOCATED_AT
U02512,H048,LOCATED_AT
U02513,BB057,LOCATED_AT
U02514,H028,LOCATED_AT
U02515,BB041,LOCATED_AT
U02516,BB093,LOCATED_AT
U02517,BB021,LOCATED_AT
U02518,BB059,LOCATED_AT
U02519,H007,LOCATED_AT
U02520,BB018,LOCATED_AT
U02521,H041,LOCATED_AT
U02522,H047,LOCATED_AT
U02523,BB065,LOCATED_AT
U02524,H031,LOCATED_AT
U02525,BB014,LOCATED_AT
U02526,BB076,LOCATED_AT
U02527,BB097,LOCATED_AT
U02528,H012,LOCATED_AT
U02529,BB081,LOCATED_AT
U02530,H035,LOCATED_AT
U02531,BB081,LOCATED_AT
U02532,BB028,LOCATED_AT
U02533,BB094,LOCATED_AT
U02534,BB054,LOCATED_AT
U02535,H044,LOCATED_AT
U02536,H010,LOCATED_AT
U02537,H029,LOCATED_AT
U02538,H004,LOCATED_AT
U02539,BB071,LOCATED_AT
U02540,BB017,LOCATED_AT
U02541,H021,LOCATED_AT
