unit_id,blood_type,location_type,location_id,expiry_days_remaining
U01591,B+,hospital,H037,16
U01592,B+,hospital,H004,11
U01593,B+,hospital,H039,27
U01594,O+,hospital,H049,35
U01595,O+,bloodbank,BB033,37
U01596,O-,bloodbank,BB070,28
U01597,B+,bloodbank,BB020,8
U01598,A+,bloodbank,BB088,16
U01599,A+,bloodbank,BB053,17
U01600,A-,hospital,H004,39
U01601,A+,hospital,H023,28
U01602,A+,bloodbank,BB084,38
U01603,A+,hospital,H028,17
U01604,AB+,bloodbank,BB066,11
U01605,B+,hospital,H002,35
U01606,O-,bloodbank,BB074,22
U01607,A+,bloodbank,BB070,37
U01608,O+,bloodbank,BB032,25
U01609,A+,hospital,H042,41
U01610,B+,hospital,H026,21
U01611,A+,bloodbank,BB061,14
U01612,A+,bloodbank,BB042,8
U01613,O+,hospital,H032,29
U01614,O+,hospital,H001,33
U01615,O+,hospital,H006,30
U01616,A+,bloodbank,BB003,19
U01617,A+,bloodbank,BB040,10
U01618,O+,hospital,H018,39
U01619,B+,bloodbank,BB069,5
U01620,O+,bloodbank,BB006,3
U01621,B+,bloodbank,BB081,13
U01622,B+,hospital,H044,33
U01623,O+,hospital,H048,37
U01624,O-,hospital,H007,26
U01625,O+,bloodbank,BB095,25
U01626,A+,hospital,H039,38
U01627,O+,bloodbank,BB069,10
U01628,B+,hospital,H012,30
U01629,O+,hospital,H042,6
U01630,A+,bloodbank,BB004,16
U01631,O+,bloodbank,BB091,23
U01632,B+,hospital,H004,28
U01633,O+,hospital,H009,40
U01634,A+,bloodbank,BB023,34
U01635,A-,bloodbank,BB053,28
U01636,O+,bloodbank,BB076,25
U01637,O+,bloodbank,BB092,35
U01638,A+,hospital,H034,25
U01639,O+,hospital,H028,28
U01640,AB+,bloodbank,BB065,14
U01641,O+,hospital,H040,20
U01642,B+,bloodbank,BB089,3
U01643,O+,hospital,H022,20
U01644,O+,bloodbank,BB075,23
U01645,O+,bloodbank,BB010,31
U01646,A+,hospital,H040,40
U01647,B-,hospital,H026,1
U01648,B+,hospital,H003,27
U01649,O+,bloodbank,BB041,3
U01650,O+,bloodbank,BB003,7
U01651,O-,hospital,H043,3
U01652,O+,bloodbank,BB050,17
U01653,A+,bloodbank,BB027,6
U01654,O+,bloodbank,BB076,35
U01655,B+,bloodbank,BB034,1
U01656,A+,bloodbank,BB025,18
U01657,O+,bloodbank,BB082,9
U01658,A+,hospital,H029,4
U01659,A+,hospital,H032,15
U01660,A+,bloodbank,BB024,1
U01661,A+,hospital,H033,36
U01662,A+,hospital,H005,13
U01663,O+,hospital,H026,20
U01664,O+,bloodbank,BB009,3
U01665,O+,bloodbank,BB063,40
U01666,A+,bloodbank,BB055,39
U01667,A+,bloodbank,BB088,30
U01668,B+,bloodbank,BB015,11
U01669,A+,bloodbank,BB052,17
U01670,A+,bloodbank,BB068,12
U01671,A+,bloodbank,BB042,40
U01672,A+,bloodbank,BB009,6
U01673,O-,bloodbank,BB063,26
U01674,B+,bloodbank,BB058,32
U01675,A+,bloodbank,BB038,10
U01676,B+,bloodbank,BB058,30
U01677,O+,bloodbank,BB025,30
U01678,O+,hospital,H002,27
U01679,B+,bloodbank,BB037,4
U01680,B+,bloodbank,BB098,21
U01681,AB+,bloodbank,BB023,31
U01682,O+,bloodbank,BB073,24
U01683,O+,bloodbank,BB096,27
U01684,O+,bloodbank,BB032,11
U01685,A+,hospital,H005,21
U01686,A-,bloodbank,BB077,34
U01687,B+,hospital,H028,27
U01688,O+,bloodbank,BB052,34
U01689,O+,bloodbank,BB098,11
U01690,O+,bloodbank,BB012,8
U01691,B+,bloodbank,BB045,40
U01692,A+,hospital,H048,4
U01693,O+,hospital,H009,20
U01694,O-,bloodbank,BB040,30
U01695,B+,hospital,H031,26
U01696,B+,bloodbank,BB011,19
U01697,O+,bloodbank,BB089,6
U01698,O+,bloodbank,BB089,40
U01699,B+,hospital,H040,20
U01700,A+,hospital,H015,7
U01701,B+,hospital,H009,18
U01702,A+,bloodbank,BB082,39
U01703,A+,bloodbank,BB022,26
U01704,B+,bloodbank,BB066,39
U01705,A+,hospital,H020,14
U01706,AB+,hospital,H040,11
U01707,O+,bloodbank,BB085,40
U01708,A+,hospital,H011,5
U01709,O+,hospital,H049,30
U01710,A+,bloodbank,BB089,6
U01711,O+,bloodbank,BB067,40
U01712,O+,hospital,H029,1
U01713,B+,hospital,H046,15
U01714,O+,bloodbank,BB080,14
U01715,B+,bloodbank,BB056,29
U01716,B+,hospital,H006,11
U01717,AB+,hospital,H006,10
U01718,B+,bloodbank,BB080,22
U01719,B+,bloodbank,BB054,26
U01720,O+,bloodbank,BB082,13
U01721,A+,bloodbank,BB008,37
U01722,O-,bloodbank,BB005,42
U01723,O+,bloodbank,BB060,17
U01724,B+,bloodbank,BB046,22
U01725,B+,bloodbank,BB009,14
U01726,B+,hospital,H032,29
U01727,A+,hospital,H011,30
U01728,A+,hospital,H028,28
U01729,A+,hospital,H036,21
U01730,B+,bloodbank,BB012,17
U01731,O+,hospital,H045,4
U01732,A+,hospital,H036,2
U01733,O+,bloodbank,BB089,27
U01734,O+,hospital,H045,28
U01735,O+,bloodbank,BB081,15
U01736,A+,bloodbank,BB070,24
U01737,O+,hospital,H040,26
U01738,O+,hospital,H048,18
U01739,B+,hospital,H005,2
U01740,O-,hospital,H033,26
U01741,O+,hospital,H035,11
U01742,B-,hospital,H015,21
U01743,B+,hospital,H022,25
U01744,A+,hospital,H037,5
U01745,A+,bloodbank,BB034,28
U01746,A+,hospital,H019,12
U01747,A+,bloodbank,BB069,27
U01748,O+,hospital,H013,38
U01749,B+,hospital,H033,8
U01750,A+,bloodbank,BB001,1
U01751,AB+,hospital,H032,2
U01752,O+,hospital,H014,26
U01753,O+,hospital,H023,21
U01754,A+,bloodbank,BB098,13
U01755,A+,hospital,H037,35
U01756,A+,bloodbank,BB068,21
U01757,AB+,bloodbank,BB060,23
U01758,A-,hospital,H027,41
U01759,O+,bloodbank,BB009,23
U01760,O-,bloodbank,BB019,19
U01761,A+,hospital,H037,3
U01762,A+,bloodbank,BB031,11
U01763,A+,hospital,H008,41
U01764,B+,hospital,H034,21
U01765,B+,bloodbank,BB003,34
U01766,B+,bloodbank,BB084,14
U01767,O+,bloodbank,BB051,33
U01768,A+,bloodbank,BB058,33
U01769,A+,bloodbank,BB090,7
U01770,B+,hospital,H041,3
U01771,O+,bloodbank,BB011,33
U01772,B+,bloodbank,BB048,21
U01773,O+,bloodbank,BB029,4
U01774,O+,bloodbank,BB023,15
U01775,O+,bloodbank,BB082,37
U01776,A+,hospital,H013,41
U01777,B+,hospital,H005,37
U01778,A+,hospital,H001,19
U01779,B+,bloodbank,BB063,1
U01780,A+,bloodbank,BB024,2
U01781,B+,bloodbank,BB064,41
U01782,B+,bloodbank,BB010,37
U01783,O+,bloodbank,BB028,35
U01784,B+,bloodbank,BB090,11
U01785,B+,bloodbank,BB006,33
U01786,A+,hospital,H041,12
U01787,B+,hospital,H026,11
U01788,O+,hospital,H040,24
U01789,O+,bloodbank,BB036,8
U01790,O-,bloodbank,BB017,17
U01791,A+,hospital,H018,39
U01792,O+,hospital,H044,41
U01793,A+,hospital,H005,17
U01794,B+,bloodbank,BB023,8
U01795,B+,bloodbank,BB041,13
U01796,O-,bloodbank,BB041,39
U01797,B+,bloodbank,BB044,37
U01798,B+,hospital,H014,29
U01799,A+,bloodbank,BB029,7
U01800,A+,bloodbank,BB098,31
U01801,O+,bloodbank,BB057,39
U01802,A+,hospital,H050,4
U01803,A+,hospital,H025,21
U01804,O-,hospital,H034,1
U01805,B+,hospital,H026,27
U01806,B+,bloodbank,BB060,25
U01807,A+,hospital,H011,22
U01808,B+,bloodbank,BB090,8
U01809,A+,hospital,H016,19
U01810,O+,bloodbank,BB050,15
U01811,B+,hospital,H039,1
U01812,O+,bloodbank,BB029,34
U01813,A+,bloodbank,BB008,18
U01814,A+,bloodbank,BB077,24
U01815,O+,hospital,H022,33
U01816,O+,hospital,H033,7
U01817,A-,hospital,H011,39
U01818,AB+,hospital,H040,10
U01819,O+,hospital,H040,29
U01820,A+,hospital,H002,29
U01821,B+,hospital,H040,19
U01822,B+,hospital,H045,17
U01823,O+,bloodbank,BB100,9
U01824,O+,hospital,H031,24
U01825,B+,hospital,H017,15
U01826,B+,hospital,H012,1
U01827,B+,bloodbank,BB066,23
U01828,A+,hospital,H001,24
U01829,B+,bloodbank,BB006,24
U01830,O+,bloodbank,BB072,37
U01831,B+,hospital,H031,5
U01832,O+,hospital,H047,27
U01833,O+,bloodbank,BB046,25
U01834,O+,bloodbank,BB030,38
U01835,B+,bloodbank,BB081,31
U01836,O+,bloodbank,BB003,29
U01837,O+,hospital,H040,14
U01838,A+,hospital,H045,7
U01839,B+,bloodbank,BB089,28
U01840,O+,bloodbank,BB099,16
U01841,B+,hospital,H043,11
U01842,A+,bloodbank,BB092,9
U01843,A+,hospital,H029,39
U01844,A+,bloodbank,BB044,29
U01845,B+,hospital,H047,32
U01846,B+,hospital,H050,14
U01847,A+,bloodbank,BB025,9
U01848,O+,bloodbank,BB028,14
U01849,B+,bloodbank,BB051,27
U01850,O+,bloodbank,BB056,3
U01851,O+,hospital,H007,1
U01852,B+,hospital,H043,13
U01853,O-,bloodbank,BB075,22
U01854,A+,bloodbank,BB039,40
U01855,B+,bloodbank,BB007,26
U01856,B+,bloodbank,BB059,38
U01857,O+,hospital,H035,6
U01858,O+,hospital,H042,41
U01859,A+,hospital,H048,42
U01860,O+,hospital,H050,11
U01861,O-,bloodbank,BB048,13
U01862,O+,bloodbank,BB025,24
U01863,O+,bloodbank,BB068,4
U01864,O+,hospital,H007,16
U01865,O+,bloodbank,BB055,41
U01866,A+,hospital,H018,31
U01867,O+,bloodbank,BB002,25
U01868,O+,bloodbank,BB029,34
U01869,O-,bloodbank,BB091,16
U01870,O+,bloodbank,BB092,36
U01871,O+,hospital,H008,27
U01872,B+,bloodbank,BB082,23
U01873,A+,hospital,H024,11
U01874,O+,bloodbank,BB048,4
U01875,A+,bloodbank,BB051,2
U01876,O+,bloodbank,BB038,32
U01877,O-,hospital,H019,21
U01878,A+,hospital,H009,6
U01879,O+,hospital,H040,34
U01880,O+,hospital,H003,34
U01881,O+,hospital,H046,3
U01882,O+,hospital,H005,8
U01883,O+,hospital,H008,41
U01884,B+,bloodbank,BB012,16
U01885,B+,bloodbank,BB028,4
U01886,O+,hospital,H034,15
U01887,A+,bloodbank,BB068,33
U01888,O+,bloodbank,BB039,4
U01889,O+,hospital,H017,26
U01890,O+,bloodbank,BB024,41
U01891,O+,bloodbank,BB021,4
U01892,A+,hospital,H019,24
U01893,O+,bloodbank,BB020,21
U01894,O+,bloodbank,BB080,3
U01895,B+,bloodbank,BB082,40
U01896,O+,hospital,H021,29
U01897,A+,hospital,H011,10
U01898,O+,bloodbank,BB018,36
U01899,A+,bloodbank,BB072,8
U01900,O+,bloodbank,BB015,24
U01901,A+,hospital,H042,38
U01902,O+,hospital,H009,32
U01903,O+,hospital,H014,19
U01904,B+,bloodbank,BB080,20
U01905,A+,hospital,H044,12
U01906,O+,bloodbank,BB008,30
U01907,O+,hospital,H015,15
U01908,O+,bloodbank,BB066,17
U01909,O+,bloodbank,BB096,24
U01910,A+,bloodbank,BB088,8
U01911,A+,bloodbank,BB070,19
U01912,B+,hospital,H030,8
U01913,A+,hospital,H035,18
U01914,O+,hospital,H016,35
U01915,B+,hospital,H050,8
U01916,B+,hospital,H003,20
U01917,A+,hospital,H044,27
U01918,B+,bloodbank,BB083,22
U01919,O+,hospital,H021,6
U01920,O+,hospital,H001,5
U01921,B+,hospital,H003,34
U01922,O-,hospital,H030,18
U01923,O+,hospital,H040,34
U01924,A+,hospital,H048,36
U01925,O+,bloodbank,BB009,38
U01926,A+,hospital,H013,22
U01927,B+,bloodbank,BB075,11
U01928,O+,bloodbank,BB062,31
U01929,B-,bloodbank,BB098,11
U01930,A+,hospital,H031,19
U01931,O+,hospital,H007,2
U01932,B+,bloodbank,BB019,16
U01933,AB+,hospital,H007,1
U01934,O+,hospital,H045,7
U01935,O+,hospital,H049,13
U01936,O+,hospital,H009,17
U01937,O+,bloodbank,BB090,39
U01938,A+,hospital,H036,6
U01939,O-,bloodbank,BB091,24
U01940,A+,bloodbank,BB011,23
U01941,A+,bloodbank,BB051,38
U01942,A+,bloodbank,BB006,30
U01943,O+,bloodbank,BB100,28
U01944,A+,hospital,H031,23
U01945,A+,hospital,H042,21
U01946,A+,bloodbank,BB023,41
U01947,B+,hospital,H042,37
U01948,B+,bloodbank,BB083,40
U01949,O+,bloodbank,BB062,33
U01950,A+,hospital,H019,2
U01951,A-,bloodbank,BB016,39
U01952,O-,hospital,H029,12
U01953,A+,bloodbank,BB057,8
U01954,A+,bloodbank,BB001,19
U01955,A+,hospital,H036,28
U01956,B+,bloodbank,BB046,32
U01957,O+,hospital,H009,27
U01958,AB-,hospital,H035,11
U01959,O+,hospital,H036,4
U01960,O+,bloodbank,BB075,39
U01961,O+,bloodbank,BB021,9
U01962,B+,bloodbank,BB043,7
U01963,B-,bloodbank,BB012,32
U01964,B+,hospital,H006,26
U01965,O+,hospital,H009,37
U01966,A+,hospital,H039,29
U01967,O+,bloodbank,BB078,4
U01968,B+,bloodbank,BB017,14
U01969,A+,hospital,H014,24
U01970,A-,hospital,H048,18
U01971,O+,hospital,H024,5
U01972,O+,bloodbank,BB058,27
U01973,O+,hospital,H018,41
U01974,O+,bloodbank,BB064,41
U01975,O+,bloodbank,BB024,26
U01976,A+,bloodbank,BB021,1
U01977,A+,bloodbank,BB073,35
U01978,A+,bloodbank,BB043,39
U01979,O-,bloodbank,BB046,7
U01980,O+,hospital,H034,37
U01981,A+,hospital,H035,36
U01982,B+,bloodbank,BB002,27
U01983,B+,bloodbank,BB034,39
U01984,A+,hospital,H038,16
U01985,B+,bloodbank,BB087,36
U01986,B+,hospital,H012,1
U01987,A+,hospital,H050,15
U01988,A+,bloodbank,BB014,13
U01989,O+,bloodbank,BB031,14
U01990,O+,hospital,H008,27
U01991,A+,bloodbank,BB027,11
U01992,O-,bloodbank,BB007,8
U01993,B-,hospital,H022,3
U01994,O+,bloodbank,BB031,27
U01995,O+,bloodbank,BB004,35
U01996,O+,bloodbank,BB006,1
U01997,B+,hospital,H022,38
U01998,B+,hospital,H017,8
U01999,B+,hospital,H007,20
U02000,B+,bloodbank,BB024,30
U02001,A+,bloodbank,BB024,35
U02002,A+,bloodbank,BB092,42
U02003,O-,hospital,H047,41
U02004,O+,bloodbank,BB010,9
U02005,O+,bloodbank,BB050,1
U02006,A+,hospital,H036,2
U02007,B+,hospital,H048,24
U02008,O-,bloodbank,BB021,11
U02009,A+,hospital,H041,19
U02010,O+,hospital,H015,34
U02011,O+,hospital,H032,17
U02012,O-,hospital,H015,40
U02013,O+,bloodbank,BB063,10
U02014,AB+,bloodbank,BB044,38
U02015,A-,hospital,H017,13
U02016,O+,bloodbank,BB024,33
U02017,B+,bloodbank,BB029,6
U02018,A+,bloodbank,BB015,24
U02019,A+,bloodbank,BB044,42
U02020,O+,hospital,H017,3
U02021,O-,hospital,H004,39
U02022,O+,bloodbank,BB083,3
U02023,O+,hospital,H043,13
U02024,B+,hospital,H029,14
U02025,O+,bloodbank,BB090,25
U02026,O-,hospital,H038,11
U02027,A+,hospital,H035,6
U02028,A+,hospital,H038,2
U02029,B+,hospital,H045,25
U02030,B+,hospital,H047,33
U02031,O+,bloodbank,BB100,5
U02032,A+,bloodbank,BB089,23
U02033,A+,hospital,H047,10
U02034,B+,hospital,H014,41
U02035,A+,hospital,H047,35
U02036,O+,bloodbank,BB023,5
U02037,A+,hospital,H038,22
U02038,A+,hospital,H023,16
U02039,B+,hospital,H004,34
U02040,O-,hospital,H008,18
U02041,B+,bloodbank,BB023,34
U02042,O+,bloodbank,BB070,12
U02043,O+,hospital,H017,38
U02044,A+,hospital,H001,38
U02045,A+,bloodbank,BB013,14
U02046,A+,hospital,H029,40
U02047,B+,hospital,H038,24
U02048,A+,bloodbank,BB011,33
U02049,A+,hospital,H041,19
U02050,O+,bloodbank,BB017,31
U02051,A+,hospital,H014,27
U02052,B+,bloodbank,BB059,36
U02053,B+,hospital,H023,28
U02054,B+,bloodbank,BB057,42
U02055,O+,hospital,H032,5
U02056,A+,bloodbank,BB020,39
U02057,B+,hospital,H006,40
U02058,A+,bloodbank,BB094,5
U02059,B+,hospital,H047,19
U02060,O+,bloodbank,BB043,38
U02061,O+,hospital,H026,21
U02062,B+,hospital,H032,22
U02063,O+,bloodbank,BB024,13
U02064,A+,hospital,H009,29
U02065,A+,bloodbank,BB028,12
U02066,O-,hospital,H021,34
U02067,A+,hospital,H014,25
U02068,A+,bloodbank,BB076,2
U02069,O+,hospital,H012,21
U02070,O+,hospital,H025,18
U02071,B+,bloodbank,BB019,29
U02072,O+,bloodbank,BB077,12
U02073,O+,hospital,H007,27
U02074,O+,hospital,H047,24
U02075,A+,bloodbank,BB052,9
U02076,O+,bloodbank,BB022,30
U02077,AB+,hospital,H034,31
U02078,A+,hospital,H031,37
U02079,O+,hospital,H012,14
U02080,A+,hospital,H016,21
U02081,A+,hospital,H040,14
U02082,O+,bloodbank,BB078,12
U02083,O+,bloodbank,BB040,8
U02084,B+,hospital,H026,41
U02085,O+,bloodbank,BB089,15
U02086,O+,hospital,H050,12
U02087,O+,bloodbank,BB080,7
U02088,A+,bloodbank,BB083,23
U02089,A+,bloodbank,BB080,35
U02090,B+,hospital,H041,36
U02091,AB+,bloodbank,BB087,19
U02092,O+,hospital,H021,19
U02093,O+,hospital,H027,26
U02094,A+,bloodbank,BB079,14
U02095,O-,bloodbank,BB020,39
U02096,O+,hospital,H029,24
U02097,B+,hospital,H016,16
U02098,O+,hospital,H023,7
U02099,O+,hospital,H042,36
U02100,A+,hospital,H010,33
U02101,B+,hospital,H035,32
U02102,B+,bloodbank,BB054,20
U02103,O+,hospital,H003,28
U02104,B+,hospital,H043,13
U02105,B+,bloodbank,BB023,8
U02106,B+,hospital,H004,11
U02107,A+,hospital,H021,24
U02108,A+,bloodbank,BB068,25
U02109,B+,hospital,H048,23
U02110,O+,hospital,H034,33
U02111,B+,hospital,H047,6
U02112,B+,bloodbank,BB058,12
U02113,O+,hospital,H031,8
U02114,O+,hospital,H030,6
U02115,B+,bloodbank,BB088,2
U02116,B+,bloodbank,BB029,42
U02117,O+,hospital,H006,38
U02118,O-,hospital,H027,10
U02119,O+,hospital,H001,10
U02120,B+,hospital,H033,35
U02121,O+,hospital,H047,41
U02122,O+,bloodbank,BB008,37
U02123,O+,hospital,H018,28
U02124,A+,bloodbank,BB054,8
U02125,O+,hospital,H011,1
U02126,O-,bloodbank,BB048,7
U02127,B+,hospital,H032,29
U02128,O+,bloodbank,BB096,11
U02129,O+,bloodbank,BB050,36
U02130,A+,hospital,H033,29
U02131,A+,hospital,H001,6
U02132,B+,bloodbank,BB022,22
U02133,A+,hospital,H039,38
U02134,O+,bloodbank,BB084,26
U02135,B+,hospital,H046,27
U02136,O+,hospital,H048,17
U02137,A+,bloodbank,BB043,18
U02138,O+,hospital,H040,41
U02139,B+,bloodbank,BB089,26
U02140,O+,bloodbank,BB045,7
U02141,B-,hospital,H016,32
U02142,B+,bloodbank,BB019,42
U02143,A+,hospital,H005,3
U02144,B+,bloodbank,BB079,35
U02145,O+,hospital,H035,5
U02146,B+,hospital,H027,34
U02147,A+,hospital,H050,24
U02148,O+,bloodbank,BB005,5
U02149,A+,hospital,H049,28
U02150,B+,hospital,H020,35
U02151,A+,bloodbank,BB058,31
U02152,A+,hospital,H009,5
U02153,O+,hospital,H013,14
U02154,O+,hospital,H049,27
U02155,O+,hospital,H047,9
U02156,O+,bloodbank,BB080,2
U02157,O+,bloodbank,BB003,2
U02158,O-,hospital,H021,33
U02159,B+,hospital,H020,7
U02160,O-,bloodbank,BB036,5
U02161,B+,bloodbank,BB061,35
U02162,A+,hospital,H029,19
U02163,O+,bloodbank,BB054,12
U02164,B+,bloodbank,BB064,6
U02165,B+,bloodbank,BB051,19
U02166,O+,bloodbank,BB099,16
U02167,B+,bloodbank,BB038,10
U02168,O+,bloodbank,BB022,21
U02169,A+,bloodbank,BB045,22
U02170,O+,hospital,H049,32
U02171,B+,bloodbank,BB081,11
U02172,O+,bloodbank,BB044,40
U02173,A-,hospital,H003,1
U02174,A+,hospital,H035,24
U02175,B+,bloodbank,BB088,38
U02176,B+,bloodbank,BB051,4
U02177,O+,bloodbank,BB067,41
U02178,B+,bloodbank,BB081,26
U02179,O+,bloodbank,BB024,39
U02180,A-,bloodbank,BB079,23
U02181,A+,bloodbank,BB028,42
U02182,B+,bloodbank,BB084,27
U02183,A+,bloodbank,BB009,4
U02184,B+,hospital,H042,41
U02185,B+,bloodbank,BB037,12
U02186,O+,bloodbank,BB083,28
U02187,A+,bloodbank,BB075,22
U02188,B+,hospital,H015,39
U02189,A-,hospital,H008,32
U02190,A+,hospital,H031,1
U02191,B+,bloodbank,BB050,36
U02192,B+,bloodbank,BB046,42
U02193,O-,bloodbank,BB073,25
U02194,B+,hospital,H023,2
U02195,O+,bloodbank,BB081,33
U02196,B-,bloodbank,BB061,8
U02197,A+,hospital,H023,17
U02198,B+,hospital,H036,41
U02199,O+,hospital,H021,42
U02200,O+,hospital,H042,30
U02201,O-,bloodbank,BB054,3
U02202,A+,bloodbank,BB063,19
U02203,B+,hospital,H043,28
U02204,B+,hospital,H026,37
U02205,A+,hospital,H021,2
U02206,O+,hospital,H003,24
U02207,AB+,hospital,H004,23
U02208,A+,hospital,H036,5
U02209,O+,bloodbank,BB092,36
U02210,O+,bloodbank,BB097,31
U02211,O+,hospital,H038,35
U02212,B+,hospital,H033,1
U02213,A+,bloodbank,BB091,31
U02214,B+,hospital,H035,11
U02215,B+,bloodbank,BB027,39
U02216,O+,bloodbank,BB014,12
U02217,B+,bloodbank,BB098,34
U02218,B+,hospital,H005,3
U02219,AB+,hospital,H031,23
U02220,O+,bloodbank,BB080,36
U02221,O-,bloodbank,BB023,20
U02222,O+,hospital,H038,19
U02223,O-,bloodbank,BB088,7
U02224,O+,hospital,H006,22
U02225,O+,hospital,H042,13
U02226,B+,bloodbank,BB005,32
U02227,O+,hospital,H041,22
U02228,O+,bloodbank,BB080,28
U02229,O+,hospital,H018,23
U02230,B+,bloodbank,BB002,17
U02231,A+,bloodbank,BB014,40
U02232,B+,bloodbank,BB022,17
U02233,O+,bloodbank,BB065,12
U02234,A+,bloodbank,BB094,26
U02235,O-,bloodbank,BB055,29
U02236,O+,hospital,H036,28
U02237,B+,hospital,H022,16
U02238,O+,bloodbank,BB056,2
U02239,B+,hospital,H019,10
U02240,B+,bloodbank,BB007,41
U02241,B+,hospital,H011,23
U02242,O+,hospital,H048,4
U02243,O+,hospital,H012,33
U02244,O+,bloodbank,BB031,36
U02245,O+,bloodbank,BB079,2
U02246,B+,bloodbank,BB062,19
U02247,A+,hospital,H049,34
U02248,B+,bloodbank,BB067,34
U02249,A+,hospital,H029,15
U02250,O+,hospital,H049,31
U02251,B+,bloodbank,BB038,3
U02252,A+,hospital,H038,18
U02253,A+,hospital,H049,4
U02254,O+,bloodbank,BB084,24
U02255,B+,hospital,H031,18
U02256,O+,hospital,H015,20
U02257,A+,hospital,H029,38
U02258,O+,hospital,H025,15
U02259,O+,bloodbank,BB048,12
U02260,O+,bloodbank,BB048,28
U02261,O-,bloodbank,BB016,25
U02262,A+,hospital,H045,29
U02263,O+,bloodbank,BB086,4
U02264,A+,bloodbank,BB048,32
U02265,O+,bloodbank,BB078,22
U02266,A+,bloodbank,BB085,16
U02267,B+,bloodbank,BB007,31
U02268,A+,bloodbank,BB098,14
U02269,O+,hospital,H047,27
U02270,O-,bloodbank,BB050,27
U02271,O+,hospital,H031,1
U02272,A+,bloodbank,BB060,4
U02273,B+,hospital,H046,25
U02274,O-,hospital,H026,22
U02275,A+,bloodbank,BB072,33
U02276,O+,bloodbank,BB087,7
U02277,B+,hospital,H002,20
U02278,A+,hospital,H003,11
U02279,O+,hospital,H039,6
U02280,B+,bloodbank,BB027,17
U02281,O+,hospital,H025,36
U02282,B+,bloodbank,BB095,1
U02283,B+,hospital,H022,7
U02284,A+,hospital,H010,16
U02285,O+,bloodbank,BB047,10
U02286,O+,hospital,H021,41
U02287,A+,hospital,H030,23
U02288,B+,bloodbank,BB080,35
U02289,O+,bloodbank,BB069,13
U02290,B+,bloodbank,BB030,8
U02291,B+,bloodbank,BB014,13
U02292,O+,bloodbank,BB037,39
U02293,O+,hospital,H044,8
U02294,O+,bloodbank,BB047,1
U02295,A+,bloodbank,BB089,29
U02296,O+,hospital,H025,1
U02297,O-,bloodbank,BB071,8
U02298,B+,bloodbank,BB072,23
U02299,O+,hospital,H038,32
U02300,B+,hospital,H040,27
U02301,A+,hospital,H001,25
U02302,A+,bloodbank,BB047,23
U02303,A+,bloodbank,BB029,29
U02304,O+,hospital,H001,17
U02305,O+,bloodbank,BB048,20
U02306,A+,bloodbank,BB024,4
U02307,O+,hospital,H006,24
U02308,O+,hospital,H023,18
U02309,O+,bloodbank,BB026,37
U02310,B+,bloodbank,BB021,33
U02311,O+,hospital,H039,37
U02312,O-,hospital,H009,11
U02313,A+,hospital,H013,35
U02314,O+,bloodbank,BB089,2
U02315,O+,hospital,H028,22
U02316,A+,bloodbank,BB058,34
U02317,O+,bloodbank,BB045,5
U02318,A+,bloodbank,BB067,19
U02319,O+,bloodbank,BB094,10
U02320,B+,bloodbank,BB100,39
U02321,A+,bloodbank,BB011,9
U02322,B+,hospital,H037,2
U02323,B-,hospital,H040,36
U02324,A+,hospital,H012,14
U02325,A+,bloodbank,BB037,16
U02326,B+,bloodbank,BB048,29
U02327,B+,bloodbank,BB060,4
U02328,A+,bloodbank,BB015,35
U02329,B+,bloodbank,BB024,32
U02330,AB+,bloodbank,BB044,8
U02331,O+,bloodbank,BB004,6
U02332,O+,bloodbank,BB001,2
U02333,A+,hospital,H039,4
U02334,O+,hospital,H016,38
U02335,A+,hospital,H004,13
U02336,B+,hospital,H025,21
U02337,A+,hospital,H038,21
U02338,B+,bloodbank,BB084,2
U02339,O-,hospital,H034,8
U02340,B+,hospital,H050,3
U02341,O-,bloodbank,BB019,14
U02342,A+,bloodbank,BB049,24
U02343,B+,hospital,H016,12
U02344,B-,bloodbank,BB074,42
U02345,O-,bloodbank,BB098,27
U02346,A+,hospital,H047,2
U02347,O-,bloodbank,BB092,9
U02348,O-,bloodbank,BB003,2
U02349,B+,hospital,H036,9
U02350,B+,hospital,H018,7
U02351,A+,hospital,H014,12
U02352,O+,bloodbank,BB077,32
U02353,O+,bloodbank,BB091,7
U02354,O-,hospital,H009,23
U02355,A+,bloodbank,BB023,39
U02356,A+,hospital,H047,28
U02357,A+,hospital,H045,6
U02358,O+,hospital,H045,9
U02359,A+,bloodbank,BB097,30
U02360,A+,hospital,H035,26
U02361,A+,hospital,H040,3
U02362,B+,hospital,H024,4
U02363,B+,hospital,H049,25
U02364,O+,bloodbank,BB096,32
U02365,O+,hospital,H046,23
U02366,A+,hospital,H004,8
U02367,B+,bloodbank,BB026,35
U02368,AB+,bloodbank,BB053,28
U02369,A+,hospital,H033,34
U02370,A+,hospital,H016,14
U02371,B+,bloodbank,BB015,34
U02372,A+,hospital,H026,14
U02373,O+,bloodbank,BB010,36
U02374,O+,bloodbank,BB002,23
U02375,B+,bloodbank,BB026,40
U02376,O+,bloodbank,BB002,20
U02377,A+,hospital,H041,39
U02378,O+,bloodbank,BB041,38
U02379,B+,hospital,H004,12
U02380,A+,bloodbank,BB020,32
U02381,O+,hospital,H011,15
U02382,B+,hospital,H033,35
U02383,O+,bloodbank,BB015,31
U02384,A+,bloodbank,BB061,20
U02385,A+,bloodbank,BB077,21
